,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,%night,%eve,avg duration,Midwest,Noncontinental,Northeast,Northwest,Southeast,Southwest
1665,0,1,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,0,30,33,0.7699358386801101,0.0,0.0,0.0,0.0,1.0,0.0
1666,0,0,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,0,35,29,0.3293369926332515,0.0,0.0,0.0,0.0,1.0,0.0
1667,0,0,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,0,39,34,0.6244947453516573,0.0,0.0,0.0,0.0,0.0,1.0
1668,0,0,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,0,41,28,0.5894422682335385,0.0,0.0,1.0,0.0,0.0,0.0
1669,0,1,35,198.5,123,33.75,270.6,74,23.0,209.9,130,9.45,8.1,10,2.19,1,0,40,23,0.48159057437407954,0.0,0.0,0.0,0.0,1.0,0.0
1670,0,1,24,121.7,87,20.69,184.0,76,15.64,266.6,98,12.0,12.7,3,3.43,1,0,38,29,0.45605451686178583,0.0,0.0,1.0,0.0,0.0,0.0
1671,0,0,0,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,14.0,6,3.78,2,0,31,25,0.3349215246636772,0.0,0.0,0.0,0.0,1.0,0.0
1672,0,0,0,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,13.7,3,3.7,2,0,40,23,0.48073394495412847,0.0,0.0,1.0,0.0,0.0,0.0
1673,0,0,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,0,28,43,0.4544005102040816,0.0,0.0,0.0,1.0,0.0,0.0
1674,1,0,0,241.0,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1,1,24,34,0.4083694083694084,0.0,0.0,0.0,0.0,0.0,1.0
1675,0,0,0,141.7,95,24.09,221.0,100,18.79,227.1,71,10.22,10.2,3,2.75,0,0,27,38,0.45100033909799936,0.0,0.0,1.0,0.0,0.0,0.0
1676,0,0,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2,0,41,26,0.6407766990291263,0.0,0.0,0.0,1.0,0.0,0.0
1677,0,0,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9.0,10,2.43,1,0,31,21,0.42534871706561045,1.0,0.0,0.0,0.0,0.0,0.0
1678,0,0,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,0,29,35,0.4897265564653175,0.0,0.0,1.0,0.0,0.0,0.0
1679,0,0,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,1,35,41,0.36636860407352206,0.0,0.0,0.0,0.0,1.0,0.0
1680,0,0,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,0,32,39,0.5973886603469862,0.0,0.0,0.0,0.0,1.0,0.0
1681,0,0,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1,0,35,35,0.5088717777033812,0.0,0.0,0.0,0.0,0.0,1.0
1682,0,1,29,150.0,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,0,25,34,0.4111627906976744,0.0,1.0,0.0,0.0,0.0,0.0
1683,0,1,30,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,12.9,4,3.48,2,0,34,40,0.5286144578313253,0.0,0.0,0.0,0.0,1.0,0.0
1684,0,0,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,0,33,32,0.7661085743277524,0.0,0.0,0.0,0.0,1.0,0.0
1685,0,0,0,143.6,88,24.41,141.8,86,12.05,194.0,83,8.73,10.8,5,2.92,3,0,32,33,0.5360867751355862,0.0,0.0,1.0,0.0,0.0,0.0
1686,0,1,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,3,3.32,2,0,33,41,0.3103060937938781,0.0,0.0,1.0,0.0,0.0,0.0
1687,0,0,0,37.8,80,6.43,155.3,105,13.2,175.0,111,7.88,14.2,5,3.83,3,0,38,35,0.8041293126867699,0.0,0.0,1.0,0.0,0.0,0.0
1688,0,0,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,0,34,32,0.7364787111622555,1.0,0.0,0.0,0.0,0.0,0.0
1689,0,1,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,5,3.08,1,0,27,37,0.4791707412477998,0.0,0.0,0.0,1.0,0.0,0.0
1690,0,1,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,0,30,31,0.5609905227759094,0.0,0.0,1.0,0.0,0.0,0.0
1691,0,0,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,1,20,40,0.4413489736070381,0.0,0.0,0.0,1.0,0.0,0.0
1692,0,0,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,1,28,35,0.43569042316258344,0.0,0.0,1.0,0.0,0.0,0.0
1693,0,1,27,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,12.5,5,3.38,1,0,35,29,0.5733612497986793,0.0,0.0,0.0,0.0,1.0,0.0
1694,0,0,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,1,35,39,0.4825828377230246,0.0,0.0,1.0,0.0,0.0,0.0
1695,0,0,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2,0,37,32,0.4669373549883991,0.0,0.0,0.0,1.0,0.0,0.0
1696,0,0,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1,0,36,27,0.5280701754385965,0.0,0.0,1.0,0.0,0.0,0.0
1697,0,0,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1,0,26,39,0.5244277417150667,0.0,0.0,0.0,0.0,0.0,1.0
1698,0,0,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6.0,4,1.62,0,0,28,41,0.42744143595984174,0.0,0.0,0.0,0.0,1.0,0.0
1699,0,0,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4,0,24,39,0.6573375069048059,0.0,0.0,0.0,0.0,1.0,0.0
1700,0,1,32,218.7,117,37.18,115.0,61,9.78,192.7,85,8.67,9.4,5,2.54,2,0,32,23,0.4996200607902736,0.0,0.0,1.0,0.0,0.0,0.0
1701,0,0,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11.0,10,2.97,2,1,32,30,0.31703385276732937,0.0,0.0,1.0,0.0,0.0,0.0
1702,0,0,0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4,1,28,32,0.4609253162363542,0.0,0.0,0.0,1.0,0.0,0.0
1703,0,1,26,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,11.1,2,3.0,2,0,37,29,0.5085653104925054,0.0,0.0,1.0,0.0,0.0,0.0
1704,0,0,0,278.5,95,47.35,240.7,90,20.46,120.0,90,5.4,11.6,5,3.13,1,1,33,33,0.43022528160200246,0.0,0.0,0.0,0.0,1.0,0.0
1705,0,1,29,236.3,105,40.17,190.8,114,16.22,129.0,105,5.81,7.2,2,1.94,3,0,32,35,0.5826290235569141,0.0,0.0,0.0,1.0,0.0,0.0
1706,0,0,0,273.8,113,46.55,119.6,156,10.17,267.6,117,12.04,11.7,3,3.16,1,0,30,40,0.583963691376702,0.0,0.0,1.0,0.0,0.0,0.0
1707,0,0,0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,1,28,30,0.6238716148445336,0.0,0.0,1.0,0.0,0.0,0.0
1708,0,1,23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4,0,34,40,0.5936578171091446,0.0,0.0,0.0,1.0,0.0,0.0
1709,0,0,0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3,0,36,28,0.2986971719097553,0.0,0.0,0.0,0.0,0.0,1.0
1710,0,0,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9.0,7,2.43,2,0,41,25,0.4162936436884512,1.0,0.0,0.0,0.0,0.0,0.0
1711,1,1,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,0,33,29,0.5565760470242468,0.0,0.0,0.0,1.0,0.0,0.0
1712,0,0,0,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,10.3,5,2.78,4,0,38,38,0.5480195333695063,0.0,0.0,0.0,0.0,1.0,0.0
1713,0,0,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,1,35,32,0.46819623204626,1.0,0.0,0.0,0.0,0.0,0.0
1714,0,0,0,200.0,66,34.0,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3,0,33,41,0.46528803545051706,1.0,0.0,0.0,0.0,0.0,0.0
1715,0,1,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,0,36,35,0.5135642381846102,0.0,0.0,0.0,0.0,1.0,0.0
1716,0,1,25,152.8,110,25.98,242.8,67,20.64,147.4,74,6.63,9.1,2,2.46,1,0,29,27,0.4622467771639042,0.0,0.0,1.0,0.0,0.0,0.0
1717,0,0,0,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,14.3,3,3.86,1,0,28,41,0.5754385964912281,1.0,0.0,0.0,0.0,0.0,0.0
1718,1,0,0,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,9.7,8,2.62,2,1,28,44,0.4184684056353745,0.0,0.0,0.0,0.0,0.0,1.0
1719,0,0,0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2,0,25,32,0.6871854432830042,0.0,0.0,0.0,0.0,0.0,1.0
1720,0,0,0,170.6,97,29.0,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1,0,39,33,0.6238498343761502,0.0,1.0,0.0,0.0,0.0,0.0
1721,0,0,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,0,24,37,0.507875281260045,0.0,0.0,1.0,0.0,0.0,0.0
1722,0,0,0,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,1,0,39,33,0.7639198218262806,0.0,0.0,0.0,0.0,1.0,0.0
1723,0,0,0,149.8,123,25.47,276.3,75,23.49,241.4,75,10.86,10.9,7,2.94,2,0,27,27,0.40898876404494383,0.0,0.0,1.0,0.0,0.0,0.0
1724,0,0,0,115.9,87,19.7,111.3,56,9.46,170.2,77,7.66,7.1,4,1.92,1,0,35,25,0.5535983895319577,0.0,0.0,0.0,0.0,1.0,0.0
1725,0,0,0,128.8,86,21.9,203.9,105,17.33,282.6,131,12.72,14.1,4,3.81,2,0,41,33,0.5233219567690557,1.0,0.0,0.0,0.0,0.0,0.0
1726,0,0,0,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11.0,5,2.97,1,0,37,31,0.6191438544920081,0.0,0.0,1.0,0.0,0.0,0.0
1727,0,0,0,101.4,48,17.24,159.1,119,13.52,259.2,53,11.66,12.2,2,3.29,1,0,24,54,0.42332114681547045,0.0,0.0,0.0,0.0,1.0,0.0
1728,0,1,23,149.0,104,25.33,235.8,67,20.04,201.8,76,9.08,9.5,5,2.57,4,0,31,27,0.42107057620184113,0.0,0.0,0.0,0.0,1.0,0.0
1729,0,1,36,96.8,123,16.46,170.6,105,14.5,166.0,85,7.47,13.4,4,3.62,2,0,27,34,0.7221965851407476,0.0,0.0,0.0,0.0,1.0,0.0
1730,0,0,0,107.5,121,18.28,256.4,46,21.79,247.2,131,11.12,12.6,3,3.4,2,0,44,15,0.48764522991327125,0.0,0.0,0.0,0.0,0.0,1.0
1731,0,0,0,232.8,95,39.58,303.4,111,25.79,255.6,104,11.5,12.9,7,3.48,0,1,34,36,0.39151300833543823,0.0,0.0,0.0,0.0,1.0,0.0
1732,0,1,43,121.1,105,20.59,260.2,115,22.12,222.4,100,10.01,8.3,5,2.24,3,0,31,36,0.5300646016233229,0.0,1.0,0.0,0.0,0.0,0.0
1733,0,0,0,124.3,70,21.13,270.7,99,23.01,239.5,83,10.78,3.5,6,0.95,0,0,33,39,0.3971631205673759,0.0,0.0,0.0,1.0,0.0,0.0
1734,0,0,0,157.7,101,26.81,298.6,100,25.38,216.9,99,9.76,13.8,3,3.73,1,0,33,33,0.44563279857397503,1.0,0.0,0.0,0.0,0.0,0.0
1735,0,0,0,124.3,68,21.13,207.1,88,17.6,157.4,93,7.08,14.8,1,4.0,0,0,37,35,0.5094108019639935,0.0,0.0,0.0,0.0,0.0,1.0
1736,0,0,0,286.4,125,48.69,205.7,74,17.48,191.4,141,8.61,6.9,6,1.86,1,1,41,22,0.49743964886613024,0.0,0.0,0.0,0.0,0.0,1.0
1737,0,0,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,0,23,39,0.45245669848002834,0.0,0.0,1.0,0.0,0.0,0.0
1738,0,1,25,173.0,91,29.41,245.8,64,20.89,300.0,99,13.5,4.8,3,1.3,0,0,39,25,0.3533667223149694,0.0,0.0,0.0,0.0,1.0,0.0
1739,0,0,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2,1,34,36,0.5524636894258178,0.0,0.0,1.0,0.0,0.0,0.0
1740,0,1,31,218.5,130,37.15,134.2,103,11.41,118.9,105,5.35,9.4,6,2.54,0,0,31,30,0.7167090754877014,1.0,0.0,0.0,0.0,0.0,0.0
1741,0,0,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1.0,3,0,28,30,0.3785271851342051,1.0,0.0,0.0,0.0,0.0,0.0
1742,0,0,0,41.9,124,7.12,211.0,95,17.94,237.9,55,10.71,11.4,5,3.08,1,0,20,35,0.5582722086389568,0.0,1.0,0.0,0.0,0.0,0.0
1743,0,0,0,260.8,87,44.34,258.1,78,21.94,131.3,123,5.91,5.8,2,1.57,1,0,43,27,0.44294063365118425,1.0,0.0,0.0,0.0,0.0,0.0
1744,0,1,26,239.4,94,40.7,259.4,88,22.05,238.0,132,10.71,7.7,3,2.08,0,0,42,28,0.4261672095548317,1.0,0.0,0.0,0.0,0.0,0.0
1745,0,0,0,226.7,94,38.54,168.4,129,14.31,188.7,117,8.49,10.2,1,2.75,0,0,34,38,0.5823912298732443,1.0,0.0,0.0,0.0,0.0,0.0
1746,0,0,0,179.3,147,30.48,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65,1,1,29,27,0.5248271527341294,0.0,0.0,1.0,0.0,0.0,0.0
1747,0,0,0,158.0,110,26.86,197.0,103,16.75,154.9,132,6.97,10.0,5,2.7,1,0,38,30,0.6766032555403021,1.0,0.0,0.0,0.0,0.0,0.0
1748,0,1,23,175.7,82,29.87,258.9,136,22.01,268.4,154,12.08,14.1,7,3.81,1,0,41,37,0.5291607396870555,0.0,0.0,0.0,1.0,0.0,0.0
1749,0,0,0,157.4,107,26.76,167.8,112,14.26,188.8,102,8.5,8.8,3,2.38,3,0,32,35,0.6245136186770428,0.0,0.0,1.0,0.0,0.0,0.0
1750,0,0,0,113.1,74,19.23,168.8,95,14.35,262.9,126,11.83,6.9,2,1.86,1,1,43,32,0.5414831130690162,0.0,0.0,1.0,0.0,0.0,0.0
1751,0,0,0,182.7,142,31.06,246.5,63,20.95,218.0,103,9.81,8.8,2,2.38,1,0,33,20,0.4758961681087762,0.0,0.0,0.0,1.0,0.0,0.0
1752,1,0,0,161.3,83,27.42,124.4,83,10.57,262.0,98,11.79,14.1,3,3.81,0,1,37,31,0.4820157020266569,0.0,0.0,1.0,0.0,0.0,0.0
1753,0,0,0,142.5,92,24.23,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2,0,38,32,0.5416594790408832,0.0,0.0,1.0,0.0,0.0,0.0
1754,1,0,0,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2,1,34,33,0.5526449214128781,0.0,0.0,0.0,0.0,1.0,0.0
1755,1,1,15,159.3,110,27.08,170.6,120,14.5,141.2,82,6.35,11.9,5,3.21,1,0,26,38,0.6622797707493102,1.0,0.0,0.0,0.0,0.0,0.0
1756,1,1,39,153.8,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1,0,32,35,0.8103317295517852,0.0,0.0,0.0,0.0,1.0,0.0
1757,1,0,0,180.7,127,30.72,174.6,94,14.84,165.3,114,7.44,12.0,6,3.24,2,0,34,28,0.6434882827506724,0.0,0.0,1.0,0.0,0.0,0.0
1758,0,0,0,202.7,105,34.46,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0,0,36,30,0.4446074834922964,1.0,0.0,0.0,0.0,0.0,0.0
1759,0,1,35,190.8,100,32.44,261.3,93,22.21,209.5,108,9.43,8.9,6,2.4,0,0,36,31,0.45495767835550177,0.0,0.0,0.0,0.0,1.0,0.0
1760,0,0,0,205.1,102,34.87,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48,2,0,31,36,0.43858391858965173,0.0,0.0,0.0,1.0,0.0,0.0
1761,0,1,28,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1,0,35,31,0.5100896860986548,0.0,0.0,0.0,0.0,1.0,0.0
1762,0,0,0,189.3,77,32.18,155.9,128,13.25,186.0,83,8.37,7.4,3,2.0,0,0,29,44,0.5421686746987951,0.0,1.0,0.0,0.0,0.0,0.0
1763,0,1,42,166.9,101,28.37,273.2,84,23.22,171.0,106,7.69,11.5,1,3.11,1,0,36,29,0.47619047619047616,0.0,0.0,0.0,1.0,0.0,0.0
1764,0,0,0,245.2,87,41.68,254.1,83,21.6,239.4,91,10.77,7.5,4,2.03,0,1,35,32,0.35332340598348455,0.0,0.0,1.0,0.0,0.0,0.0
1765,0,0,0,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4,1,34,23,0.6083887043189369,0.0,0.0,0.0,0.0,0.0,1.0
1766,0,0,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,0,34,43,0.5691715616771318,0.0,0.0,1.0,0.0,0.0,0.0
1767,0,1,14,192.3,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2,0,41,30,0.5799373040752351,0.0,0.0,0.0,0.0,1.0,0.0
1768,1,0,0,122.0,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2,1,37,30,0.6399693427859744,1.0,0.0,0.0,0.0,0.0,0.0
1769,0,0,0,193.0,101,32.81,250.0,81,21.25,133.3,79,6.0,9.6,2,2.59,2,0,30,31,0.4528891202498699,0.0,0.0,0.0,0.0,1.0,0.0
1770,0,0,0,158.6,112,26.96,220.0,114,18.7,252.9,106,11.38,9.1,3,2.46,0,0,32,34,0.5257323832145685,1.0,0.0,0.0,0.0,0.0,0.0
1771,0,1,39,91.5,125,15.56,219.9,113,18.69,229.0,99,10.31,12.7,8,3.43,2,0,29,34,0.6236121391561806,1.0,0.0,0.0,0.0,0.0,0.0
1772,0,0,0,153.6,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1,0,33,33,0.5679898648648648,0.0,0.0,0.0,0.0,0.0,1.0
1773,1,1,40,221.6,79,37.67,157.1,74,13.35,222.4,124,10.01,11.5,3,3.11,1,0,45,27,0.4608218266511396,1.0,0.0,0.0,0.0,0.0,0.0
1774,0,0,0,244.7,81,41.6,168.0,117,14.28,281.5,87,12.67,6.6,1,1.78,1,0,31,41,0.4105445116681071,0.0,0.0,1.0,0.0,0.0,0.0
1775,0,1,24,239.8,103,40.77,285.9,65,24.3,256.7,106,11.55,9.5,4,2.57,0,0,39,24,0.35020449897750505,1.0,0.0,0.0,0.0,0.0,0.0
1776,0,0,0,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11.0,5,2.97,0,0,32,29,0.5403264141974331,0.0,0.0,0.0,1.0,0.0,0.0
1777,0,0,0,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,10.0,3,2.7,3,1,31,37,0.3674911660777385,0.0,0.0,0.0,1.0,0.0,0.0
1778,0,1,39,117.6,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2,0,44,24,0.49688230709275144,0.0,0.0,0.0,0.0,0.0,1.0
1779,0,0,0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,0,38,22,0.5262286943571074,0.0,0.0,0.0,0.0,1.0,0.0
1780,0,0,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12.0,7,3.24,1,0,43,29,0.4974041199129124,0.0,0.0,0.0,0.0,1.0,0.0
1781,0,1,21,192.0,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,0,41,27,0.5537280701754386,0.0,0.0,0.0,0.0,1.0,0.0
1782,0,0,0,218.2,76,37.09,169.3,60,14.39,141.1,99,6.35,8.0,1,2.16,1,0,42,26,0.4445705637533106,0.0,0.0,1.0,0.0,0.0,0.0
1783,0,1,29,144.6,97,24.58,140.0,102,11.9,165.4,148,7.44,10.9,3,2.94,1,0,43,29,0.7711111111111111,1.0,0.0,0.0,0.0,0.0,0.0
1784,1,0,0,153.6,108,26.11,232.9,85,19.8,214.2,92,9.64,14.1,4,3.81,0,1,32,30,0.47444647910770765,0.0,0.0,1.0,0.0,0.0,0.0
1785,0,1,29,135.8,104,23.09,222.5,101,18.91,235.6,92,10.6,7.9,6,2.13,2,0,31,34,0.5000841892574508,1.0,0.0,0.0,0.0,0.0,0.0
1786,0,0,0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,0,45,33,0.535864270115908,0.0,0.0,0.0,0.0,1.0,0.0
1787,0,1,31,202.5,91,34.43,241.4,108,20.52,169.6,77,7.63,7.8,2,2.11,1,0,28,39,0.44987775061124696,1.0,0.0,0.0,0.0,0.0,0.0
1788,0,1,34,152.2,119,25.87,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32,1,0,33,29,0.5443478260869565,1.0,0.0,0.0,0.0,0.0,0.0
1789,0,0,0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,0,31,42,0.7809110629067244,0.0,0.0,0.0,0.0,1.0,0.0
1790,0,0,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,0,36,31,0.5696410931840632,0.0,0.0,0.0,0.0,1.0,0.0
1791,0,0,0,138.9,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,1,0,30,34,0.5735849056603773,1.0,0.0,0.0,0.0,0.0,0.0
1792,0,0,0,127.0,102,21.59,206.9,107,17.59,231.7,99,10.43,6.1,6,1.65,0,0,32,35,0.5445544554455446,0.0,0.0,0.0,0.0,1.0,0.0
1793,0,0,0,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1,0,39,33,0.4451667608818542,1.0,0.0,0.0,0.0,0.0,0.0
1794,0,0,0,286.6,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,1,1,37,38,0.4036440084092502,0.0,0.0,1.0,0.0,0.0,0.0
1795,0,1,29,164.6,121,27.98,262.8,108,22.34,123.8,131,5.57,15.2,4,4.1,1,0,36,30,0.6531204644412192,0.0,0.0,0.0,0.0,1.0,0.0
1796,0,0,0,144.0,90,24.48,135.8,91,11.54,212.4,129,9.56,13.0,4,3.51,1,0,42,29,0.6298252742787485,0.0,0.0,0.0,0.0,1.0,0.0
1797,0,1,47,141.6,95,24.07,207.9,130,17.67,203.6,95,9.16,10.2,11,2.75,0,0,30,41,0.57855722292533,0.0,0.0,1.0,0.0,0.0,0.0
1798,0,0,0,204.3,65,34.73,247.3,123,21.02,214.7,94,9.66,12.0,4,3.24,1,0,33,44,0.42323277802791537,1.0,0.0,0.0,0.0,0.0,0.0
1799,0,0,0,163.2,80,27.74,167.6,90,14.25,87.5,90,3.94,6.2,10,1.67,1,0,35,35,0.6215634711929238,1.0,0.0,0.0,0.0,0.0,0.0
1800,0,0,0,225.0,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,0,30,35,0.4548088064889919,1.0,0.0,0.0,0.0,0.0,0.0
1801,0,0,0,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3,2,0,29,40,0.5143035798030328,1.0,0.0,0.0,0.0,0.0,0.0
1802,0,1,36,254.2,78,43.21,228.1,105,19.39,98.0,125,4.41,13.8,7,3.73,5,0,41,34,0.5307599517490953,0.0,0.0,1.0,0.0,0.0,0.0
1803,0,0,0,174.9,105,29.73,262.0,75,22.27,210.0,93,9.45,8.5,5,2.3,1,0,34,27,0.42201267583861496,0.0,1.0,0.0,0.0,0.0,0.0
1804,1,0,0,187.3,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59,0,1,33,33,0.5573716900948023,0.0,0.0,1.0,0.0,0.0,0.0
1805,0,0,0,211.8,84,36.01,230.9,137,19.63,217.1,99,9.77,10.7,9,2.89,3,0,31,43,0.4849954531676265,0.0,0.0,0.0,0.0,0.0,1.0
1806,0,0,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0,0,30,38,0.560966810966811,0.0,0.0,1.0,0.0,0.0,0.0
1807,0,0,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3,0,24,41,0.5585856686101186,1.0,0.0,0.0,0.0,0.0,0.0
1808,0,0,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,0,37,29,0.43999393111819146,0.0,0.0,1.0,0.0,0.0,0.0
1809,0,0,0,161.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1,0,33,36,0.5117205454266891,1.0,0.0,0.0,0.0,0.0,0.0
1810,0,0,0,194.0,103,32.98,241.0,116,20.49,227.5,153,10.24,11.9,5,3.21,0,0,41,31,0.5615094339622642,0.0,0.0,0.0,0.0,1.0,0.0
1811,0,0,0,109.7,148,18.65,223.8,87,19.02,240.3,96,10.81,15.4,8,4.16,3,0,29,26,0.5768560474032765,0.0,0.0,1.0,0.0,0.0,0.0
1812,1,0,0,277.0,119,47.09,238.3,106,20.26,94.4,96,4.25,8.3,3,2.24,1,0,30,33,0.5264884369361982,0.0,0.0,0.0,0.0,0.0,1.0
1813,0,0,0,192.1,83,32.66,163.6,88,13.91,169.7,138,7.64,6.1,3,1.65,0,0,45,28,0.5881233346022079,0.0,0.0,0.0,0.0,1.0,0.0
1814,0,0,0,198.4,147,33.73,216.9,121,18.44,112.8,125,5.08,13.1,4,3.54,0,0,32,31,0.7441772391592502,0.0,0.0,0.0,0.0,1.0,0.0
1815,0,1,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,0,39,29,0.46503178928247046,1.0,0.0,0.0,0.0,0.0,0.0
1816,0,0,0,184.8,98,31.42,216.4,125,18.39,141.1,116,6.35,18.4,3,4.97,2,0,34,37,0.6251152498617001,0.0,0.0,0.0,1.0,0.0,0.0
1817,0,0,0,167.8,119,28.53,142.0,123,12.07,190.7,128,8.58,7.3,4,1.97,2,0,35,33,0.7392607392607392,1.0,0.0,0.0,0.0,0.0,0.0
1818,0,0,0,139.2,140,23.66,191.4,113,16.27,286.5,125,12.89,11.8,3,3.19,3,0,33,30,0.6125425376762275,0.0,0.0,1.0,0.0,0.0,0.0
